,subject,sensor_id,hrs_to_calving,variables,value
826,137FL,FL,-23,mi,137
827,137FL,FL,-22,mi,131
828,137FL,FL,-21,mi,199
829,137FL,FL,-20,mi,473
830,137FL,FL,-19,mi,112
831,137FL,FL,-18,mi,90
832,137FL,FL,-17,mi,156
833,137FL,FL,-16,mi,13
834,137FL,FL,-15,mi,104
835,137FL,FL,-14,mi,135
836,137FL,FL,-13,mi,193
837,137FL,FL,-12,mi,156
838,137FL,FL,-11,mi,260
839,137FL,FL,-10,mi,197
840,137FL,FL,-9,mi,148
841,137FL,FL,-8,mi,334
842,137FL,FL,-7,mi,244
843,137FL,FL,-6,mi,69
844,137FL,FL,-5,mi,262
845,137FL,FL,-4,mi,67
846,137FL,FL,-3,mi,405
847,137FL,FL,-2,mi,272
848,137FL,FL,-1,mi,627
849,137FL,FL,0,mi,303
850,137FL,FL,1,mi,205
851,137FL,FL,2,mi,371
852,137FL,FL,3,mi,896
853,137FL,FL,4,mi,254
854,137FL,FL,5,mi,837
855,137FL,FL,6,mi,951
856,137FL,FL,7,mi,26
857,137FL,FL,8,mi,26
858,137FL,FL,9,mi,187
859,137FL,FL,10,mi,360
860,137FL,FL,11,mi,497
861,137FL,FL,12,mi,126
862,137FL,FL,13,mi,448
863,137FL,FL,14,mi,0
864,1950BL,BL,-68,mi,178
865,1950BL,BL,-68,mi,2
866,1950BL,BL,-66,mi,8
867,1950BL,BL,-65,mi,13
868,1950BL,BL,-65,mi,15
869,1950BL,BL,-63,mi,4
870,1950BL,BL,-62,mi,73
871,1950BL,BL,-62,mi,155
872,1950BL,BL,-60,mi,246
873,1950BL,BL,-59,mi,264
874,1950BL,BL,-59,mi,542
875,1950BL,BL,-57,mi,243
876,1950BL,BL,-56,mi,24
877,1950BL,BL,-56,mi,130
878,1950BL,BL,-54,mi,192
879,1950BL,BL,-53,mi,263
880,1950BL,BL,-53,mi,186
881,1950BL,BL,-51,mi,248
882,1950BL,BL,-50,mi,361
883,1950BL,BL,-50,mi,147
884,1950BL,BL,-48,mi,205
885,1950BL,BL,-47,mi,82
886,1950BL,BL,-47,mi,42
887,1950BL,BL,-45,mi,0
888,1950BL,BL,-44,mi,34
889,1950BL,BL,-44,mi,0
890,1950BL,BL,-42,mi,96
891,1950BL,BL,-41,mi,176
892,1950BL,BL,-41,mi,0
893,1950BL,BL,-39,mi,92
894,1950BL,BL,-38,mi,151
895,1950BL,BL,-38,mi,93
896,1950BL,BL,-36,mi,168
897,1950BL,BL,-35,mi,335
898,1950BL,BL,-35,mi,506
899,1950BL,BL,-33,mi,410
900,1950BL,BL,-32,mi,402
901,1950BL,BL,-32,mi,492
902,1950BL,BL,-30,mi,37
903,1950BL,BL,-29,mi,188
904,1950BL,BL,-29,mi,297
905,1950BL,BL,-27,mi,101
906,1950BL,BL,-26,mi,74
907,1950BL,BL,-26,mi,173
908,1950BL,BL,-24,mi,126
909,1950BL,BL,-23,mi,44
910,1950BL,BL,-23,mi,0
911,1950BL,BL,-21,mi,156
912,1950BL,BL,-20,mi,168
913,1950BL,BL,-20,mi,51
914,1950BL,BL,-18,mi,89
915,1950BL,BL,-17,mi,170
916,1950BL,BL,-17,mi,17
917,1950BL,BL,-15,mi,62
918,1950BL,BL,-14,mi,205
919,1950BL,BL,-14,mi,94
920,1950BL,BL,-12,mi,286
921,1950BL,BL,-11,mi,180
922,1950BL,BL,-11,mi,202
923,1950BL,BL,-9,mi,317
924,1950BL,BL,-8,mi,520
925,1950BL,BL,-8,mi,142
926,1950BL,BL,-6,mi,414
927,1950BL,BL,-5,mi,184
928,1950BL,BL,-5,mi,220
929,1950BL,BL,-3,mi,426
930,1950BL,BL,-2,mi,235
931,1950BL,BL,-2,mi,62
932,1950BL,BL,0,mi,140
933,1950BL,BL,1,mi,161
934,1950BL,BL,2,mi,107
935,1950BL,BL,3,mi,144
936,1950BR,BR,-68,mi,128
937,1950BR,BR,-68,mi,0
938,1950BR,BR,-66,mi,7
939,1950BR,BR,-65,mi,11
940,1950BR,BR,-65,mi,19
941,1950BR,BR,-63,mi,0
942,1950BR,BR,-62,mi,77
943,1950BR,BR,-62,mi,144
944,1950BR,BR,-60,mi,222
945,1950BR,BR,-59,mi,249
946,1950BR,BR,-59,mi,473
947,1950BR,BR,-57,mi,200
948,1950BR,BR,-56,mi,23
949,1950BR,BR,-56,mi,114
950,1950BR,BR,-54,mi,152
951,1950BR,BR,-53,mi,189
952,1950BR,BR,-53,mi,146
953,1950BR,BR,-51,mi,203
954,1950BR,BR,-50,mi,284
955,1950BR,BR,-50,mi,118
956,1950BR,BR,-48,mi,194
957,1950BR,BR,-47,mi,65
958,1950BR,BR,-47,mi,37
959,1950BR,BR,-45,mi,0
960,1950BR,BR,-44,mi,18
961,1950BR,BR,-44,mi,5
962,1950BR,BR,-42,mi,84
963,1950BR,BR,-41,mi,118
964,1950BR,BR,-41,mi,3
965,1950BR,BR,-39,mi,102
966,1950BR,BR,-38,mi,128
967,1950BR,BR,-38,mi,76
968,1950BR,BR,-36,mi,139
969,1950BR,BR,-35,mi,277
970,1950BR,BR,-35,mi,488
971,1950BR,BR,-33,mi,385
972,1950BR,BR,-32,mi,345
973,1950BR,BR,-32,mi,394
974,1950BR,BR,-30,mi,46
975,1950BR,BR,-29,mi,143
976,1950BR,BR,-29,mi,201
977,1950BR,BR,-27,mi,97
978,1950BR,BR,-26,mi,74
979,1950BR,BR,-26,mi,138
980,1950BR,BR,-24,mi,88
981,1950BR,BR,-23,mi,32
982,1950BR,BR,-23,mi,11
983,1950BR,BR,-21,mi,133
984,1950BR,BR,-20,mi,147
985,1950BR,BR,-20,mi,24
986,1950BR,BR,-18,mi,77
987,1950BR,BR,-17,mi,118
988,1950BR,BR,-17,mi,19
989,1950BR,BR,-15,mi,72
990,1950BR,BR,-14,mi,137
991,1950BR,BR,-14,mi,99
992,1950BR,BR,-12,mi,185
993,1950BR,BR,-11,mi,150
994,1950BR,BR,-11,mi,163
995,1950BR,BR,-9,mi,282
996,1950BR,BR,-8,mi,344
997,1950BR,BR,-8,mi,120
998,1950BR,BR,-6,mi,282
999,1950BR,BR,-5,mi,159
1000,1950BR,BR,-5,mi,204
1001,1950BR,BR,-3,mi,341
1002,1950BR,BR,-2,mi,248
1003,1950BR,BR,-2,mi,34
1004,1950BR,BR,0,mi,103
1005,1950BR,BR,1,mi,136
1006,1950BR,BR,2,mi,95
1007,1950BR,BR,3,mi,102
1008,1950FL,FL,-68,mi,110
1009,1950FL,FL,-68,mi,4
1010,1950FL,FL,-66,mi,20
1011,1950FL,FL,-65,mi,6
1012,1950FL,FL,-65,mi,21
1013,1950FL,FL,-63,mi,7
1014,1950FL,FL,-62,mi,112
1015,1950FL,FL,-62,mi,105
1016,1950FL,FL,-60,mi,134
1017,1950FL,FL,-59,mi,435
1018,1950FL,FL,-59,mi,448
1019,1950FL,FL,-57,mi,104
1020,1950FL,FL,-56,mi,5
1021,1950FL,FL,-56,mi,148
1022,1950FL,FL,-54,mi,114
1023,1950FL,FL,-53,mi,171
1024,1950FL,FL,-53,mi,185
1025,1950FL,FL,-51,mi,139
1026,1950FL,FL,-50,mi,227
1027,1950FL,FL,-50,mi,144
1028,1950FL,FL,-48,mi,198
1029,1950FL,FL,-47,mi,14
1030,1950FL,FL,-47,mi,18
1031,1950FL,FL,-45,mi,8
1032,1950FL,FL,-44,mi,20
1033,1950FL,FL,-44,mi,35
1034,1950FL,FL,-42,mi,27
1035,1950FL,FL,-41,mi,95
1036,1950FL,FL,-41,mi,0
1037,1950FL,FL,-39,mi,176
1038,1950FL,FL,-38,mi,130
1039,1950FL,FL,-38,mi,48
1040,1950FL,FL,-36,mi,90
1041,1950FL,FL,-35,mi,338
1042,1950FL,FL,-35,mi,623
1043,1950FL,FL,-33,mi,468
1044,1950FL,FL,-32,mi,305
1045,1950FL,FL,-32,mi,436
1046,1950FL,FL,-30,mi,20
1047,1950FL,FL,-29,mi,193
1048,1950FL,FL,-29,mi,185
1049,1950FL,FL,-27,mi,83
1050,1950FL,FL,-26,mi,52
1051,1950FL,FL,-26,mi,130
1052,1950FL,FL,-24,mi,87
1053,1950FL,FL,-23,mi,17
1054,1950FL,FL,-23,mi,9
1055,1950FL,FL,-21,mi,112
1056,1950FL,FL,-20,mi,134
1057,1950FL,FL,-20,mi,23
1058,1950FL,FL,-18,mi,80
1059,1950FL,FL,-17,mi,105
1060,1950FL,FL,-17,mi,19
1061,1950FL,FL,-15,mi,120
1062,1950FL,FL,-14,mi,111
1063,1950FL,FL,-14,mi,80
1064,1950FL,FL,-12,mi,296
1065,1950FL,FL,-11,mi,97
1066,1950FL,FL,-11,mi,189
1067,1950FL,FL,-9,mi,525
1068,1950FL,FL,-8,mi,349
1069,1950FL,FL,-8,mi,83
1070,1950FL,FL,-6,mi,386
1071,1950FL,FL,-5,mi,145
1072,1950FL,FL,-5,mi,257
1073,1950FL,FL,-3,mi,507
1074,1950FL,FL,-2,mi,150
1075,1950FL,FL,-2,mi,38
1076,1950FL,FL,0,mi,113
1077,1950FL,FL,1,mi,147
1078,1950FL,FL,2,mi,127
1079,1950FL,FL,3,mi,112
1080,202BL,BL,-64,mi,1
1081,202BL,BL,-63,mi,188
1082,202BL,BL,-62,mi,24
1083,202BL,BL,-61,mi,172
1084,202BL,BL,-60,mi,13
1085,202BL,BL,-59,mi,246
1086,202BL,BL,-58,mi,40
1087,202BL,BL,-57,mi,109
1088,202BL,BL,-56,mi,182
1089,202BL,BL,-55,mi,43
1090,202BL,BL,-54,mi,64
1091,202BL,BL,-53,mi,101
1092,202BL,BL,-52,mi,56
1093,202BL,BL,-51,mi,136
1094,202BL,BL,-50,mi,51
1095,202BL,BL,-49,mi,106
1096,202BL,BL,-48,mi,15
1097,202BL,BL,-47,mi,77
1098,202BL,BL,-46,mi,148
1099,202BL,BL,-45,mi,226
1100,202BL,BL,-44,mi,0
1101,202BL,BL,-43,mi,64
1102,202BL,BL,-42,mi,6
1103,202BL,BL,-41,mi,86
1104,202BL,BL,-40,mi,0
1105,202BL,BL,-39,mi,7
1106,202BL,BL,-38,mi,10
1107,202BL,BL,-37,mi,5
1108,202BL,BL,-36,mi,0
1109,202BL,BL,-35,mi,86
1110,202BL,BL,-34,mi,173
1111,202BL,BL,-33,mi,156
1112,202BL,BL,-32,mi,0
1113,202BL,BL,-31,mi,54
1114,202BL,BL,-30,mi,23
1115,202BL,BL,-29,mi,16
1116,202BL,BL,-28,mi,0
1117,202BL,BL,-27,mi,45
1118,202BL,BL,-26,mi,102
1119,202BL,BL,-25,mi,17
1120,202BL,BL,-24,mi,121
1121,202BL,BL,-23,mi,81
1122,202BL,BL,-22,mi,57
1123,202BL,BL,-21,mi,105
1124,202BL,BL,-20,mi,33
1125,202BL,BL,-19,mi,0
1126,202BL,BL,-18,mi,38
1127,202BL,BL,-17,mi,0
1128,202BL,BL,-16,mi,111
1129,202BL,BL,-15,mi,76
1130,202BL,BL,-14,mi,0
1131,202BL,BL,-13,mi,1
1132,202BL,BL,-12,mi,95
1133,202BL,BL,-11,mi,119
1134,202BL,BL,-10,mi,204
1135,202BL,BL,-9,mi,72
1136,202BL,BL,-8,mi,170
1137,202BL,BL,-7,mi,293
1138,202BL,BL,-6,mi,36
1139,202BL,BL,-5,mi,175
1140,202BL,BL,-4,mi,146
1141,202BL,BL,-3,mi,338
1142,202BL,BL,-2,mi,286
1143,202BL,BL,-1,mi,305
1144,202BL,BL,0,mi,204
1145,202BL,BL,1,mi,11
1146,202BL,BL,2,mi,41
1147,202BL,BL,3,mi,247
1148,202BL,BL,4,mi,84
1149,202BL,BL,5,mi,182
1150,202BL,BL,6,mi,187
1151,202BL,BL,7,mi,151
1152,202BR,BR,-64,mi,0
1153,202BR,BR,-63,mi,207
1154,202BR,BR,-62,mi,23
1155,202BR,BR,-61,mi,229
1156,202BR,BR,-60,mi,13
1157,202BR,BR,-59,mi,310
1158,202BR,BR,-58,mi,32
1159,202BR,BR,-57,mi,135
1160,202BR,BR,-56,mi,220
1161,202BR,BR,-55,mi,40
1162,202BR,BR,-54,mi,56
1163,202BR,BR,-53,mi,112
1164,202BR,BR,-52,mi,72
1165,202BR,BR,-51,mi,137
1166,202BR,BR,-50,mi,66
1167,202BR,BR,-49,mi,114
1168,202BR,BR,-48,mi,22
1169,202BR,BR,-47,mi,94
1170,202BR,BR,-46,mi,172
1171,202BR,BR,-45,mi,244
1172,202BR,BR,-44,mi,2
1173,202BR,BR,-43,mi,43
1174,202BR,BR,-42,mi,0
1175,202BR,BR,-41,mi,73
1176,202BR,BR,-40,mi,0
1177,202BR,BR,-39,mi,3
1178,202BR,BR,-38,mi,15
1179,202BR,BR,-37,mi,9
1180,202BR,BR,-36,mi,0
1181,202BR,BR,-35,mi,95
1182,202BR,BR,-34,mi,140
1183,202BR,BR,-33,mi,181
1184,202BR,BR,-32,mi,6
1185,202BR,BR,-31,mi,65
1186,202BR,BR,-30,mi,22
1187,202BR,BR,-29,mi,21
1188,202BR,BR,-28,mi,0
1189,202BR,BR,-27,mi,63
1190,202BR,BR,-26,mi,86
1191,202BR,BR,-25,mi,25
1192,202BR,BR,-24,mi,140
1193,202BR,BR,-23,mi,106
1194,202BR,BR,-22,mi,66
1195,202BR,BR,-21,mi,108
1196,202BR,BR,-20,mi,29
1197,202BR,BR,-19,mi,2
1198,202BR,BR,-18,mi,24
1199,202BR,BR,-17,mi,2
1200,202BR,BR,-16,mi,125
1201,202BR,BR,-15,mi,81
1202,202BR,BR,-14,mi,0
1203,202BR,BR,-13,mi,0
1204,202BR,BR,-12,mi,53
1205,202BR,BR,-11,mi,151
1206,202BR,BR,-10,mi,207
1207,202BR,BR,-9,mi,57
1208,202BR,BR,-8,mi,173
1209,202BR,BR,-7,mi,259
1210,202BR,BR,-6,mi,44
1211,202BR,BR,-5,mi,142
1212,202BR,BR,-4,mi,128
1213,202BR,BR,-3,mi,319
1214,202BR,BR,-2,mi,275
1215,202BR,BR,-1,mi,368
1216,202BR,BR,0,mi,188
1217,202BR,BR,1,mi,15
1218,202BR,BR,2,mi,63
1219,202BR,BR,3,mi,274
1220,202BR,BR,4,mi,93
1221,202BR,BR,5,mi,216
1222,202BR,BR,6,mi,146
1223,202BR,BR,7,mi,179
1224,202FL,FL,-64,mi,67
1225,202FL,FL,-63,mi,142
1226,202FL,FL,-62,mi,63
1227,202FL,FL,-61,mi,195
1228,202FL,FL,-60,mi,2
1229,202FL,FL,-59,mi,358
1230,202FL,FL,-58,mi,98
1231,202FL,FL,-57,mi,102
1232,202FL,FL,-56,mi,280
1233,202FL,FL,-55,mi,3
1234,202FL,FL,-54,mi,84
1235,202FL,FL,-53,mi,113
1236,202FL,FL,-52,mi,147
1237,202FL,FL,-51,mi,170
1238,202FL,FL,-50,mi,16
1239,202FL,FL,-49,mi,143
1240,202FL,FL,-48,mi,0
1241,202FL,FL,-47,mi,130
1242,202FL,FL,-46,mi,178
1243,202FL,FL,-45,mi,299
1244,202FL,FL,-44,mi,9
1245,202FL,FL,-43,mi,59
1246,202FL,FL,-42,mi,3
1247,202FL,FL,-41,mi,94
1248,202FL,FL,-40,mi,3
1249,202FL,FL,-39,mi,34
1250,202FL,FL,-38,mi,10
1251,202FL,FL,-37,mi,25
1252,202FL,FL,-36,mi,1
1253,202FL,FL,-35,mi,183
1254,202FL,FL,-34,mi,153
1255,202FL,FL,-33,mi,165
1256,202FL,FL,-32,mi,3
1257,202FL,FL,-31,mi,81
1258,202FL,FL,-30,mi,31
1259,202FL,FL,-29,mi,19
1260,202FL,FL,-28,mi,0
1261,202FL,FL,-27,mi,142
1262,202FL,FL,-26,mi,57
1263,202FL,FL,-25,mi,79
1264,202FL,FL,-24,mi,84
1265,202FL,FL,-23,mi,102
1266,202FL,FL,-22,mi,71
1267,202FL,FL,-21,mi,159
1268,202FL,FL,-20,mi,0
1269,202FL,FL,-19,mi,2
1270,202FL,FL,-18,mi,38
1271,202FL,FL,-17,mi,0
1272,202FL,FL,-16,mi,157
1273,202FL,FL,-15,mi,76
1274,202FL,FL,-14,mi,1
1275,202FL,FL,-13,mi,1
1276,202FL,FL,-12,mi,68
1277,202FL,FL,-11,mi,219
1278,202FL,FL,-10,mi,223
1279,202FL,FL,-9,mi,93
1280,202FL,FL,-8,mi,339
1281,202FL,FL,-7,mi,330
1282,202FL,FL,-6,mi,137
1283,202FL,FL,-5,mi,235
1284,202FL,FL,-4,mi,173
1285,202FL,FL,-3,mi,427
1286,202FL,FL,-2,mi,369
1287,202FL,FL,-1,mi,412
1288,202FL,FL,0,mi,280
1289,202FL,FL,1,mi,42
1290,202FL,FL,2,mi,129
1291,202FL,FL,3,mi,336
1292,202FL,FL,4,mi,113
1293,202FL,FL,5,mi,317
1294,202FL,FL,6,mi,184
1295,202FL,FL,7,mi,195
1296,207BL,BL,-63,mi,125
1297,207BL,BL,-62,mi,203
1298,207BL,BL,-61,mi,26
1299,207BL,BL,-60,mi,0
1300,207BL,BL,-59,mi,70
1301,207BL,BL,-58,mi,0
1302,207BL,BL,-57,mi,4
1303,207BL,BL,-56,mi,81
1304,207BL,BL,-55,mi,110
1305,207BL,BL,-54,mi,84
1306,207BL,BL,-53,mi,0
1307,207BL,BL,-52,mi,2
1308,207BL,BL,-51,mi,6
1309,207BL,BL,-50,mi,122
1310,207BL,BL,-49,mi,87
1311,207BL,BL,-48,mi,84
1312,207BL,BL,-47,mi,11
1313,207BL,BL,-46,mi,20
1314,207BL,BL,-45,mi,120
1315,207BL,BL,-44,mi,113
1316,207BL,BL,-43,mi,103
1317,207BL,BL,-42,mi,34
1318,207BL,BL,-41,mi,16
1319,207BL,BL,-40,mi,5
1320,207BL,BL,-39,mi,30
1321,207BL,BL,-38,mi,2
1322,207BL,BL,-37,mi,46
1323,207BL,BL,-36,mi,3
1324,207BL,BL,-35,mi,1
1325,207BL,BL,-34,mi,3
1326,207BL,BL,-33,mi,52
1327,207BL,BL,-32,mi,76
1328,207BL,BL,-31,mi,73
1329,207BL,BL,-30,mi,241
1330,207BL,BL,-29,mi,94
1331,207BL,BL,-28,mi,43
1332,207BL,BL,-27,mi,2
1333,207BL,BL,-26,mi,45
1334,207BL,BL,-25,mi,35
1335,207BL,BL,-24,mi,80
1336,207BL,BL,-23,mi,144
1337,207BL,BL,-22,mi,23
1338,207BL,BL,-21,mi,14
1339,207BL,BL,-20,mi,170
1340,207BL,BL,-19,mi,168
1341,207BL,BL,-18,mi,174
1342,207BL,BL,-17,mi,36
1343,207BL,BL,-16,mi,22
1344,207BL,BL,-15,mi,36
1345,207BL,BL,-14,mi,40
1346,207BL,BL,-13,mi,116
1347,207BL,BL,-12,mi,5
1348,207BL,BL,-11,mi,19
1349,207BL,BL,-10,mi,63
1350,207BL,BL,-9,mi,43
1351,207BL,BL,-8,mi,66
1352,207BL,BL,-7,mi,101
1353,207BL,BL,-6,mi,322
1354,207BL,BL,-5,mi,548
1355,207BL,BL,-4,mi,445
1356,207BL,BL,-3,mi,192
1357,207BL,BL,-2,mi,504
1358,207BL,BL,-1,mi,1048
1359,207BL,BL,0,mi,964
1360,207BL,BL,1,mi,645
1361,207BL,BL,2,mi,49
1362,207BL,BL,3,mi,205
1363,207BL,BL,4,mi,181
1364,207BL,BL,5,mi,4
1365,207BL,BL,6,mi,112
1366,207BL,BL,7,mi,87
1367,207BL,BL,8,mi,4
1368,208BL,BL,1363,mi,18
1369,208BL,BL,1364,mi,16
1370,208BL,BL,1365,mi,1
1371,208BL,BL,1366,mi,67
1372,208BL,BL,1367,mi,64
1373,208BL,BL,1368,mi,3
1374,208BL,BL,1369,mi,178
1375,208BL,BL,1370,mi,72
1376,208BL,BL,1371,mi,61
1377,208BL,BL,1372,mi,109
1378,208BL,BL,1373,mi,21
1379,208BL,BL,1374,mi,77
1380,208BL,BL,1375,mi,52
1381,208BL,BL,1376,mi,3
1382,208BL,BL,1377,mi,96
1383,208BL,BL,1378,mi,127
1384,208BL,BL,1379,mi,28
1385,208BL,BL,1380,mi,7
1386,208BL,BL,1381,mi,56
1387,208BL,BL,1382,mi,103
1388,208BL,BL,1383,mi,240
1389,208BL,BL,1384,mi,15
1390,208BL,BL,1385,mi,22
1391,208BL,BL,1386,mi,0
1392,208BL,BL,2107,mi,3
1393,208BL,BL,2108,mi,19
1394,208BL,BL,2109,mi,0
1395,208BL,BL,2110,mi,0
1396,208BL,BL,2111,mi,22
1397,208BL,BL,2112,mi,411
1398,208BL,BL,2113,mi,888
1399,208BL,BL,2114,mi,117
1400,208BL,BL,2115,mi,89
1401,208BL,BL,2116,mi,89
1402,208BL,BL,2117,mi,63
1403,208BL,BL,2118,mi,39
1404,208BL,BL,2119,mi,36
1405,208BL,BL,2120,mi,77
1406,208BL,BL,2121,mi,46
1407,208BL,BL,2122,mi,31
1408,208BL,BL,2123,mi,72
1409,208BL,BL,2124,mi,116
1410,208BL,BL,2125,mi,80
1411,208BL,BL,2126,mi,98
1412,208BL,BL,2127,mi,0
1413,208BL,BL,2128,mi,100
1414,208BL,BL,2129,mi,210
1415,208BL,BL,2130,mi,25
1416,208BL,BL,2827,mi,23
1417,208BL,BL,2828,mi,77
1418,208BL,BL,2829,mi,40
1419,208BL,BL,2830,mi,358
1420,208BL,BL,2831,mi,305
1421,208BL,BL,2832,mi,492
1422,208BL,BL,2833,mi,943
1423,208BL,BL,2834,mi,1065
1424,208BL,BL,2835,mi,159
1425,208BL,BL,2836,mi,1062
1426,208BL,BL,2837,mi,803
1427,208BL,BL,2838,mi,28
1428,208BL,BL,2839,mi,468
1429,208BL,BL,2840,mi,206
1430,208BL,BL,2841,mi,293
1431,208BL,BL,2842,mi,535
1432,208BL,BL,2843,mi,461
1433,208BL,BL,2844,mi,16
1434,208BL,BL,2845,mi,68
1435,208BL,BL,2846,mi,440
1436,208BL,BL,2847,mi,186
1437,208BL,BL,2848,mi,27
1438,208BL,BL,2849,mi,91
1439,208BL,BL,2850,mi,33
1440,208BR,BR,1363,mi,9
1441,208BR,BR,1364,mi,27
1442,208BR,BR,1365,mi,0
1443,208BR,BR,1366,mi,61
1444,208BR,BR,1367,mi,73
1445,208BR,BR,1368,mi,8
1446,208BR,BR,1369,mi,145
1447,208BR,BR,1370,mi,85
1448,208BR,BR,1371,mi,104
1449,208BR,BR,1372,mi,140
1450,208BR,BR,1373,mi,19
1451,208BR,BR,1374,mi,89
1452,208BR,BR,1375,mi,79
1453,208BR,BR,1376,mi,13
1454,208BR,BR,1377,mi,96
1455,208BR,BR,1378,mi,122
1456,208BR,BR,1379,mi,33
1457,208BR,BR,1380,mi,13
1458,208BR,BR,1381,mi,53
1459,208BR,BR,1382,mi,125
1460,208BR,BR,1383,mi,231
1461,208BR,BR,1384,mi,22
1462,208BR,BR,1385,mi,21
1463,208BR,BR,1386,mi,0
1464,208BR,BR,2107,mi,0
1465,208BR,BR,2108,mi,12
1466,208BR,BR,2109,mi,6
1467,208BR,BR,2110,mi,2
1468,208BR,BR,2111,mi,32
1469,208BR,BR,2112,mi,416
1470,208BR,BR,2113,mi,1026
1471,208BR,BR,2114,mi,143
1472,208BR,BR,2115,mi,67
1473,208BR,BR,2116,mi,97
1474,208BR,BR,2117,mi,75
1475,208BR,BR,2118,mi,74
1476,208BR,BR,2119,mi,46
1477,208BR,BR,2120,mi,81
1478,208BR,BR,2121,mi,52
1479,208BR,BR,2122,mi,55
1480,208BR,BR,2123,mi,89
1481,208BR,BR,2124,mi,153
1482,208BR,BR,2125,mi,92
1483,208BR,BR,2126,mi,126
1484,208BR,BR,2127,mi,6
1485,208BR,BR,2128,mi,101
1486,208BR,BR,2129,mi,239
1487,208BR,BR,2130,mi,63
1488,208BR,BR,2827,mi,38
1489,208BR,BR,2828,mi,104
1490,208BR,BR,2829,mi,41
1491,208BR,BR,2830,mi,373
1492,208BR,BR,2831,mi,282
1493,208BR,BR,2832,mi,569
1494,208BR,BR,2833,mi,985
1495,208BR,BR,2834,mi,1253
1496,208BR,BR,2835,mi,210
1497,208BR,BR,2836,mi,1183
1498,208BR,BR,2837,mi,932
1499,208BR,BR,2838,mi,43
1500,208BR,BR,2839,mi,524
1501,208BR,BR,2840,mi,221
1502,208BR,BR,2841,mi,309
1503,208BR,BR,2842,mi,592
1504,208BR,BR,2843,mi,527
1505,208BR,BR,2844,mi,27
1506,208BR,BR,2845,mi,92
1507,208BR,BR,2846,mi,525
1508,208BR,BR,2847,mi,216
1509,208BR,BR,2848,mi,31
1510,208BR,BR,2849,mi,89
1511,208BR,BR,2850,mi,50
1512,208FL,FL,1363,mi,19
1513,208FL,FL,1364,mi,37
1514,208FL,FL,1365,mi,5
1515,208FL,FL,1366,mi,89
1516,208FL,FL,1367,mi,101
1517,208FL,FL,1368,mi,26
1518,208FL,FL,1369,mi,229
1519,208FL,FL,1370,mi,67
1520,208FL,FL,1371,mi,52
1521,208FL,FL,1372,mi,124
1522,208FL,FL,1373,mi,27
1523,208FL,FL,1374,mi,78
1524,208FL,FL,1375,mi,62
1525,208FL,FL,1376,mi,7
1526,208FL,FL,1377,mi,73
1527,208FL,FL,1378,mi,92
1528,208FL,FL,1379,mi,32
1529,208FL,FL,1380,mi,26
1530,208FL,FL,1381,mi,65
1531,208FL,FL,1382,mi,83
1532,208FL,FL,1383,mi,298
1533,208FL,FL,1384,mi,10
1534,208FL,FL,1385,mi,15
1535,208FL,FL,1386,mi,4
1536,208FL,FL,2107,mi,10
1537,208FL,FL,2108,mi,18
1538,208FL,FL,2109,mi,8
1539,208FL,FL,2110,mi,16
1540,208FL,FL,2111,mi,30
1541,208FL,FL,2112,mi,426
1542,208FL,FL,2113,mi,977
1543,208FL,FL,2114,mi,100
1544,208FL,FL,2115,mi,63
1545,208FL,FL,2116,mi,117
1546,208FL,FL,2117,mi,115
1547,208FL,FL,2118,mi,49
1548,208FL,FL,2119,mi,33
1549,208FL,FL,2120,mi,70
1550,208FL,FL,2121,mi,46
1551,208FL,FL,2122,mi,46
1552,208FL,FL,2123,mi,85
1553,208FL,FL,2124,mi,175
1554,208FL,FL,2125,mi,92
1555,208FL,FL,2126,mi,215
1556,208FL,FL,2127,mi,6
1557,208FL,FL,2128,mi,170
1558,208FL,FL,2129,mi,403
1559,208FL,FL,2130,mi,39
1560,208FL,FL,2827,mi,68
1561,208FL,FL,2828,mi,156
1562,208FL,FL,2829,mi,67
1563,208FL,FL,2830,mi,527
1564,208FL,FL,2831,mi,284
1565,208FL,FL,2832,mi,774
1566,208FL,FL,2833,mi,964
1567,208FL,FL,2834,mi,1490
1568,208FL,FL,2835,mi,320
1569,208FL,FL,2836,mi,1629
1570,208FL,FL,2837,mi,1339
1571,208FL,FL,2838,mi,59
1572,208FL,FL,2839,mi,840
1573,208FL,FL,2840,mi,396
1574,208FL,FL,2841,mi,526
1575,208FL,FL,2842,mi,697
1576,208FL,FL,2843,mi,597
1577,208FL,FL,2844,mi,33
1578,208FL,FL,2845,mi,135
1579,208FL,FL,2846,mi,666
1580,208FL,FL,2847,mi,299
1581,208FL,FL,2848,mi,61
1582,208FL,FL,2849,mi,133
1583,208FL,FL,2850,mi,55
1584,20BL,BL,-55,mi,66
1585,20BL,BL,-54,mi,120
1586,20BL,BL,-53,mi,0
1587,20BL,BL,-52,mi,36
1588,20BL,BL,-51,mi,207
1589,20BL,BL,-50,mi,190
1590,20BL,BL,-49,mi,27
1591,20BL,BL,-48,mi,306
1592,20BL,BL,-47,mi,309
1593,20BL,BL,-46,mi,218
1594,20BL,BL,-45,mi,216
1595,20BL,BL,-44,mi,10
1596,20BL,BL,-43,mi,0
1597,20BL,BL,-42,mi,229
1598,20BL,BL,-41,mi,11
1599,20BL,BL,-40,mi,107
1600,20BL,BL,-39,mi,314
1601,20BL,BL,-38,mi,84
